customer_id,customer_name,email,phone,address,area,pincode,registration_date,customer_segment,total_orders,avg_order_value,ETL_updated_ts,ETL_DATASOURCE_NAME,customer_key
59620534,Oeshi Sethi,parmarbhavika@example.com,916520512800,HNo 04 Salvi StreetMunger 206534,Ambattur,529502,2024-01-16,PREMIUM,15,1340.99,2025-10-05 23:04:38.706907,1,1618203585
820740,Mekhala Sathe,naveennatt@example.com,914144553554,HNo 20 Thakkar MargAmbala 748990,Ambala,634784,2023-11-15,PREMIUM,1,1385.46,2025-10-05 23:04:38.706907,1,734836032
91602727,Rayaan Palla,yatin72@example.org,919823493170,HNo 82 Sridhar NagarPali 461261,Indore,798247,2023-08-31,INACTIVE,5,1156.54,2025-10-05 23:04:38.706907,1,1289978866
50848069,Yahvi Golla,tdutta@example.net,915073649524,35772 Varghese Street Shimla179982,Belgaum,881993,2024-03-07,INACTIVE,11,586.25,2025-10-05 23:04:38.706907,1,943541740
55049973,Nicholas Badami,nsavant@example.org,918153290806,60984Rajagopalan Chowk Howrah 811703,Srikakulam,633900,2024-03-27,REGULAR,16,206.54,2025-10-05 23:04:38.706907,1,1177401444
12397668,Ojasvi Mahal,vedant21@example.org,910821902509,HNo 86 Aurora GanjSikar722421,Guwahati,637399,2024-05-09,PREMIUM,13,204.06,2025-10-05 23:04:38.706907,1,126481893
61516967,Mohammed Morar,wreddy@example.net,915164226033,0807 Seshadri Chowk Noida 969216,Erode,250388,2024-02-20,REGULAR,9,556.81,2025-10-05 23:04:38.706907,1,1244475387
96853930,Jagvi Varty,tbaral@example.com,917519714638,460 Viswanathan Nagar Nangloi Jat 590971,Bhopal,349563,2023-07-03,PREMIUM,16,462.19,2025-10-05 23:04:38.706907,1,789480224
91853589,Xavier Wali,jatin71@example.net,910858948536,6739Yogi Ganj Loni 127098,Jalna,649749,2024-06-17,NEW,5,918.69,2025-10-05 23:04:38.706907,1,2003185052
7228206,Anmol Koshy,rdevi@example.com,913516981949,95Sinha Path Ludhiana771856,Jalgaon,132617,2023-05-25,NEW,15,843.79,2025-10-05 23:04:38.706907,1,1054756928
41612464,Chatura Sodhi,adya94@example.com,915783246081,54092Bhatnagar Road Ozhukarai567116,Bhavnagar,521802,2023-08-06,REGULAR,18,874.93,2025-10-05 23:04:38.706907,1,1499456083
10683250,Manthan Sundaram,ekavir81@example.org,915063231276,HNo 464Singhal MargPatna308566,Bhagalpur,545885,2024-07-19,REGULAR,14,480.47,2025-10-05 23:04:38.706907,1,1561915177
94078407,Praneel Baria,olata@example.org,913022848733,HNo 409 Badal MargMorena092728,Uluberia,208164,2024-01-23,PREMIUM,4,1370.22,2025-10-05 23:04:38.706907,1,791986165
26364643,Zehaan Keer,riya25@example.com,919889207512,88Bhandari Path Raurkela Industrial Township 646085,Morena,6749,2024-08-22,INACTIVE,9,1086.68,2025-10-05 23:04:38.706907,1,347357204
85016568,Rudra Mall,nandra@example.com,917990226858,2684 Manne RoadNadiad091335,Tinsukia,355326,2024-07-17,REGULAR,2,367.12,2025-10-05 23:04:38.706907,1,1732860946
11153360,Libni Sastry,warjaschoudhury@example.com,915612430324,6678Baral ZilaSonipat698595,Amaravati,724136,2024-04-01,INACTIVE,20,1575.46,2025-10-05 23:04:38.706907,1,1210638236
88532418,Ansh Bahl,bina13@example.com,913215442494,546Devi Bardhaman527064,Gorakhpur,13574,2024-10-21,NEW,12,344.66,2025-10-05 23:04:38.706907,1,1587371202
66023110,Joshua Mishra,imaranchana@example.com,918833868907,HNo 62Chand PathBhimavaram 617653,Kottayam,636641,2023-11-03,NEW,20,1807.56,2025-10-05 23:04:38.706907,1,771365876
18229949,William Bora,nlata@example.org,918795009128,038Varty ZilaBerhampore791959,Danapur,397135,2023-04-15,INACTIVE,10,466.33,2025-10-05 23:04:38.706907,1,1404672935
58873572,Chandran Kale,manbirdhawan@example.com,918707061412,HNo 77Jayaraman MargDurgapur 062032,Nanded,745599,2023-09-10,PREMIUM,13,1721.61,2025-10-05 23:04:38.706907,1,1074620199
5001749,Dayamai Chanda,ekta28@example.com,917870905337,HNo 218Srinivas Road KalyanDombivli797929,Kota,761952,2023-06-06,INACTIVE,3,1623.48,2025-10-05 23:04:38.706907,1,389504689
6668498,Bimala Prakash,vchander@example.net,911206965311,757 Sandhu StreetNagpur709424,Ratlam,62592,2024-05-08,INACTIVE,11,1413.4,2025-10-05 23:04:38.706907,1,129582290
13441874,Hemang Sandal,ysingh@example.net,919735172951,8907 Sangha GanjSuryapet403179,Berhampur,970701,2023-04-09,INACTIVE,2,602.63,2025-10-05 23:04:38.706907,1,1266719541
52915166,Harita Gulati,sanaya15@example.net,916795302367,HNo 019 Parsa Street Deoghar 818465,Dehri,272048,2024-06-28,INACTIVE,18,505.66,2025-10-05 23:04:38.706907,1,1930669890
41647393,Simon Padmanabhan,kevin23@example.com,916509506565,HNo 485Mangat Street Varanasi453576,Sirsa,149812,2023-11-09,INACTIVE,11,1785.8,2025-10-05 23:04:38.706907,1,2053048949
51945420,Geetika Kalita,bhandariaryan@example.com,913223300806,839 Boase Zila Bahraich 523840,Tiruppur,611743,2023-04-05,PREMIUM,3,412.9,2025-10-05 23:04:38.706907,1,867495090
53640286,Quincy Cheema,vigvasatika@example.org,915944903566,58738 Dhar Zila Phusro372086,Mathura,28426,2023-11-12,PREMIUM,20,1368.38,2025-10-05 23:04:38.706907,1,1985795129
15599514,Yashodhara Magar,jeetbansal@example.org,913660608773,HNo 586 Sawhney ZilaJamnagar849026,Tezpur,170702,2023-04-18,REGULAR,20,1171.07,2025-10-05 23:04:38.706907,1,1495921188
55552600,Baljiwan Nagar,barkha14@example.net,911193411909,91534Solanki Marg Chinsurah132968,Gorakhpur,81284,2024-10-30,REGULAR,14,1412.54,2025-10-05 23:04:38.706907,1,1965058754
78439088,Ria Taneja,mbanerjee@example.com,915711757102,68 Verma Zila Gurgaon 268634,Ballia,527348,2024-06-27,REGULAR,6,1507.04,2025-10-05 23:04:38.706907,1,282079557
42947770,Vincent Bahri,januja43@example.com,918697987562,HNo 198Dhingra NagarRaiganj712327,Bhalswa Jahangir Pur,582630,2024-09-18,NEW,16,1358.53,2025-10-05 23:04:38.706907,1,523706793
66252737,Umang Bhavsar,xiti79@example.org,918253237477,9197 Doctor ZilaMadurai593317,Warangal,272505,2024-09-12,PREMIUM,15,1188.67,2025-10-05 23:04:38.706907,1,230843729
71615827,Yash Contractor,aadi81@example.com,919513823264,HNo 89Dhillon Path Pondicherry 003231,Bulandshahr,346706,2024-03-23,PREMIUM,3,900.98,2025-10-05 23:04:38.706907,1,1637441306
15487049,Aadhya Cherian,rushil71@example.com,915068387363,HNo 071Mane CircleJorhat 896774,Motihari,716665,2024-02-13,NEW,15,1928.0,2025-10-05 23:04:38.706907,1,1211097156
85218071,Panini Mani,bhavanighosh@example.org,912901349860,397Ramaswamy Nagar Motihari389474,Hyderabad,908140,2023-04-28,NEW,20,1125.33,2025-10-05 23:04:38.706907,1,1908666078
24456825,Vansha Khurana,patrickyohannan@example.com,919196673491,94 Varty ZilaPallavaram 302373,Indore,382788,2023-12-21,INACTIVE,18,363.12,2025-10-05 23:04:38.706907,1,1318456516
15043066,Bakhshi Majumdar,mittalaarini@example.com,914631697976,HNo 597Johal Ganj Bhilwara 123696,Rohtak,707096,2024-02-12,INACTIVE,2,1748.41,2025-10-05 23:04:38.706907,1,1398021193
98246574,Rachita Varty,hardik53@example.net,918123225989,HNo 85 BailGandhidham851792,Chinsurah,638222,2023-03-24,PREMIUM,15,1904.61,2025-10-05 23:04:38.706907,1,496574436
80567870,Andrew Bajaj,ekavir45@example.org,913353528598,740 Ramachandran Shivpuri023391,Khammam,390449,2024-06-05,REGULAR,1,1769.49,2025-10-05 23:04:38.706907,1,13525760
92843141,Mekhala Seshadri,shethchakradhar@example.com,916092001301,HNo 61 Mall Path Gangtok253081,Kota,595099,2023-04-02,PREMIUM,1,502.79,2025-10-05 23:04:38.706907,1,1167432889
62416456,Diya Chakrabarti,bhavanikala@example.com,919634128482,937 Nayar StreetOngole865795,Medininagar,121675,2023-09-25,INACTIVE,18,752.91,2025-10-05 23:04:38.706907,1,1730336210
6245778,Reva Shanker,edhitha04@example.org,915282895141,HNo 716Ram Marg Kakinada 548086,Guntakal,850565,2024-01-11,PREMIUM,17,1779.46,2025-10-05 23:04:38.706907,1,1093139304
80315623,Varenya Banik,aachalsarma@example.com,910978849959,261Yohannan Zila KalyanDombivli 109129,Loni,205436,2024-10-14,NEW,14,1313.73,2025-10-05 23:04:38.706907,1,2073079535
46623192,Warinder Sastry,pallaraksha@example.com,913785653819,HNo 50 Uppal MargAnantapur558351,Nizamabad,232354,2024-10-22,NEW,6,1970.59,2025-10-05 23:04:38.706907,1,2132016538
27504517,Rayaan Gupta,tailorsimon@example.org,918679065841,77 Mital PathRajahmundry 334280,Bardhaman,833561,2023-06-30,NEW,18,1175.7,2025-10-05 23:04:38.706907,1,1401948657
22800586,Jacob Lad,ramakrishnanchandresh@example.net,916720787687,09 VarmaBareilly794732,Bijapur,339864,2024-06-12,NEW,10,1332.02,2025-10-05 23:04:38.706907,1,754706507
17287733,Balhaar Chaudhari,ranveerkrish@example.com,915241154906,824Bedi NagarSiliguri 925880,Morbi,410335,2024-04-27,PREMIUM,12,1897.84,2025-10-05 23:04:38.706907,1,2108373445
87691707,Radha Jha,subramanianveer@example.org,917471816598,9578Narain Path Farrukhabad849186,Miryalaguda,930945,2024-04-05,INACTIVE,18,1423.63,2025-10-05 23:04:38.706907,1,600729321
8655667,Ayaan Upadhyay,akapur@example.com,918735041469,039Bobal Path Jalandhar942451,Gwalior,479960,2023-07-16,PREMIUM,1,456.16,2025-10-05 23:04:38.706907,1,1604852112
2442235,Pushti Bhattacharyya,qmaharaj@example.org,910324285991,HNo 38Loyal StreetVellore 607787,Latur,117097,2024-05-17,PREMIUM,11,661.58,2025-10-05 23:04:38.706907,1,1207298017
41073776,Urmi Dara,anitakaur@example.com,913612230348,93 Bhatnagar Marg Hindupur363934,Meerut,658588,2024-03-02,PREMIUM,8,1366.55,2025-10-05 23:04:38.706907,1,1005355014
45659330,Jackson Sandal,leena40@example.net,913923091063,HNo 607Kar Nagar Maheshtala 129369,Gwalior,236335,2024-07-28,NEW,19,1364.9,2025-10-05 23:04:38.706907,1,1430922997
79369660,Bahadurjit Doctor,isaiahdesai@example.com,918612602657,23122 Kale NagarAurangabad034703,Purnia,782515,2023-12-11,PREMIUM,13,1085.69,2025-10-05 23:04:38.706907,1,1506695774
44269569,Chasmum Natarajan,nisha81@example.org,914487444914,HNo 852 Comar Chowk SangliMiraj  Kupwad332124,Agra,129271,2024-06-16,NEW,18,812.22,2025-10-05 23:04:38.706907,1,53062224
46848302,Praneel Ramesh,utara@example.com,912422932652,542Kota Chowk Medininagar457616,Gulbarga,748017,2024-07-15,PREMIUM,15,1657.96,2025-10-05 23:04:38.706907,1,410277461
83034412,Unnati Deol,vchoudhary@example.com,918211722634,HNo 276Dugal CircleRourkela734631,Jamnagar,743423,2024-04-22,NEW,11,1077.88,2025-10-05 23:04:38.706907,1,774617511
26912171,Jagat Banerjee,sudikshabhatt@example.com,910056698506,66690Gala ZilaMotihari 873668,Rampur,426824,2024-06-21,NEW,2,386.54,2025-10-05 23:04:38.706907,1,2096414523
71229024,Manbir Ramesh,ekbaldeshmukh@example.net,919167807700,38411Deshmukh MargGangtok 554649,Jamalpur,761366,2024-02-10,NEW,4,1869.02,2025-10-05 23:04:38.706907,1,562001708
20835909,Inaya Ramanathan,madhavsom@example.org,915770149400,87765 Kota Ganj Saharsa 993982,Tinsukia,681334,2023-04-02,PREMIUM,9,713.25,2025-10-05 23:04:38.706907,1,581624439
83155219,Yauvani Chanda,ijayavasa@example.net,912774870676,HNo 66 Malhotra ZilaMangalore435105,Satara,88020,2024-02-18,INACTIVE,5,1433.81,2025-10-05 23:04:38.706907,1,1401852
80286283,Girindra Kalla,yash33@example.com,918122810213,HNo 328 BasuGangtok 697599,Ahmednagar,167124,2023-10-10,REGULAR,8,311.01,2025-10-05 23:04:38.706907,1,1050510443
30367559,Bhavna Guha,isabharwal@example.com,916618110362,HNo 38Prabhu Nagar Gorakhpur773747,Aligarh,885164,2024-09-29,REGULAR,6,1419.6,2025-10-05 23:04:38.706907,1,1455414702
76082627,Ekalinga Goda,madhavijayaraman@example.com,914631524618,91217Sachdev ZilaBijapur 682568,Jehanabad,877090,2024-07-03,INACTIVE,4,770.0,2025-10-05 23:04:38.706907,1,261693867
41874489,Vrishti Baria,varsha76@example.com,917971760280,70Sawhney Street Agra 309466,Ahmedabad,285855,2023-04-09,REGULAR,2,1944.43,2025-10-05 23:04:38.706907,1,1792858849
47335806,Pavani Borde,yashodhara92@example.com,916632289559,HNo 70 ChatterjeeThrissur635211,PimpriChinchwad,553989,2024-05-25,REGULAR,9,1188.0,2025-10-05 23:04:38.706907,1,164380057
59824662,Tanish Jayaraman,sarmaavi@example.net,917132578180,HNo 55 Kala PathDibrugarh 172574,Bhilwara,406032,2024-05-18,PREMIUM,1,741.83,2025-10-05 23:04:38.706907,1,117963114
16436359,Yashica Ramesh,upasna58@example.net,910300078228,4128 Tella ZilaBokaro422478,Kota,362536,2024-07-26,NEW,9,1485.15,2025-10-05 23:04:38.706907,1,610649824
45383958,Aachal Mangat,yasti56@example.org,917359299521,HNo 37Venkatesh Sonipat528712,Rewa,626591,2024-10-02,NEW,19,482.19,2025-10-05 23:04:38.706907,1,1072977620
52613657,Kala Ravi,unni50@example.org,917291189791,HNo 521Peri Khora  519235,Sultan Pur Majra,685992,2023-03-16,NEW,9,470.5,2025-10-05 23:04:38.706907,1,2121376814
36675827,Xiti Chowdhury,naksh47@example.com,919583780426,4762 Dhar Jaipur105116,Patiala,230470,2024-10-07,INACTIVE,15,1143.03,2025-10-05 23:04:38.706907,1,125732049
80800079,Shivani Barad,csanghvi@example.net,919371491537,6236 Bhatnagar Zila Tiruchirappalli339874,Bidhannagar,221116,2023-05-12,INACTIVE,18,508.84,2025-10-05 23:04:38.706907,1,188105720
45066676,Lipika Murthy,lankayagnesh@example.com,913928866671,55 Bassi Marg Bhilwara 898751,Satna,469678,2023-03-25,PREMIUM,1,1076.85,2025-10-05 23:04:38.706907,1,1174790784
1060685,Yadavi Rajagopalan,dipta24@example.net,912609155283,48Choudhary Ganj Gorakhpur 965066,Mango,449803,2024-03-07,INACTIVE,4,999.24,2025-10-05 23:04:38.706907,1,1810635208
87536050,Rushil Raja,xrau@example.org,916646603523,HNo 197Mody ZilaSirsa 179676,Vadodara,593400,2023-04-02,REGULAR,18,1857.99,2025-10-05 23:04:38.706907,1,1717626826
67829645,Akshay Vohra,sainigam@example.net,915456660745,35 Ramaswamy Road Munger 879775,Jamalpur,675581,2023-11-08,NEW,4,711.83,2025-10-05 23:04:38.706907,1,1124847085
45700473,Omkaar Padmanabhan,vedantgrover@example.com,914785576484,808Balakrishnan Ganj Begusarai 914766,Thoothukudi,88698,2023-12-23,INACTIVE,12,525.38,2025-10-05 23:04:38.706907,1,2019830487
90144978,Pooja Lad,kothariyashoda@example.net,914662712497,013Sarma CircleRohtak 943634,Chittoor,216756,2024-07-10,REGULAR,3,1017.23,2025-10-05 23:04:38.706907,1,1430783422
96629258,Liam Joshi,choudharyelijah@example.net,916067383883,7880 Venkataraman Lucknow 671983,Chandigarh,918398,2023-07-07,INACTIVE,14,1462.21,2025-10-05 23:04:38.706907,1,1553520867
76925460,Tara Narasimhan,reva48@example.org,914214193495,29 Tak Path Yamunanagar 262795,Kharagpur,501619,2024-05-17,REGULAR,2,1526.55,2025-10-05 23:04:38.706907,1,1238765883
59190584,Xiti Tata,jgolla@example.com,912224721462,77806 Sethi NagarPhusro516017,Vijayawada,483920,2024-05-19,PREMIUM,6,1175.38,2025-10-05 23:04:38.706907,1,163452513
24323106,Faras Edwin,janani01@example.net,913495856739,9609Jaggi CircleSiwan762214,Amaravati,840367,2024-02-12,INACTIVE,19,384.21,2025-10-05 23:04:38.706907,1,283442538
66354642,Priya Behl,pdas@example.org,918110065349,HNo 37 Karpe MargRajkot 008569,Tenali,696330,2024-03-30,PREMIUM,7,1153.17,2025-10-05 23:04:38.706907,1,477937500
17390673,Raghav Wali,forum17@example.net,912430555725,4945 Doctor Road Anand556316,Korba,669102,2024-10-23,REGULAR,16,1043.26,2025-10-05 23:04:38.706907,1,613899839
80419534,Gunbir Pandey,baradvihaan@example.com,913927367437,109 Bose PathBharatpur 828807,Sagar,841623,2024-01-02,PREMIUM,19,993.78,2025-10-05 23:04:38.706907,1,1708243413
4439806,Balendra Sethi,johalmadhavi@example.net,912826946272,89706 Grewal Street Jalgaon268348,Mathura,838796,2024-04-19,NEW,7,790.59,2025-10-05 23:04:38.706907,1,613770625
89811984,Saumya Yadav,mseshadri@example.net,915999625979,HNo 132 Behl Path Kakinada 191344,Ramgarh,309567,2023-07-26,REGULAR,3,1957.67,2025-10-05 23:04:38.706907,1,1116617753
44223796,Bakhshi Lad,indira89@example.com,910380300612,38453Dasgupta Chowk Tirunelveli600855,Erode,41954,2023-06-16,REGULAR,16,1449.84,2025-10-05 23:04:38.706907,1,208111206
88223261,Yoshita Suri,xiti38@example.com,914811973924,HNo 42 WaliPanihati273533,Navi Mumbai,578028,2024-01-14,REGULAR,7,532.31,2025-10-05 23:04:38.706907,1,794784208
90372221,Rajeshri Hayre,pahal62@example.com,919263387366,HNo 571 De Chowk Rampur364379,Jabalpur,262984,2023-05-30,REGULAR,6,1923.68,2025-10-05 23:04:38.706907,1,166365031
87213891,Janani Malhotra,idikaamble@example.com,914987307199,HNo 54Chowdhury Road Phusro208073,Sonipat,813317,2023-06-03,NEW,1,1382.19,2025-10-05 23:04:38.706907,1,124953194
45729563,Jagvi Chaudry,ishenoy@example.org,912803231374,58545 Doctor Zila Sri Ganganagar 092880,Bijapur,919273,2023-08-13,NEW,14,725.66,2025-10-05 23:04:38.706907,1,1097211071
10706516,Charita Srivastava,dakshesh23@example.org,917851282763,5712 Narula RoadKaraikudi 600784,Miryalaguda,85972,2024-08-18,REGULAR,13,1420.97,2025-10-05 23:04:38.706907,1,1259968615
25526479,Mason Doctor,siyasinghal@example.net,912906385338,HNo 45Nadig Ganj Ongole168533,Hazaribagh,154794,2023-03-16,REGULAR,2,391.73,2025-10-05 23:04:38.706907,1,691371312
90902199,Faras Dua,sairajagopal@example.com,911485483795,72803 Puri Ganj Kottayam 970220,Kishanganj,502489,2024-06-27,REGULAR,17,707.15,2025-10-05 23:04:38.706907,1,1330415253
89874335,Mitali Sheth,sinhahemang@example.org,912129269238,5850 Batta Zila Chandigarh 648087,Raiganj,701928,2023-04-14,NEW,15,808.55,2025-10-05 23:04:38.706907,1,1056115656
27381533,Zayan Guha,bahriforum@example.net,916631495305,6471 DAlia CircleKochi 188675,Rampur,831630,2023-08-06,PREMIUM,9,1414.83,2025-10-05 23:04:38.706907,1,712091164
50652833,Aarnav Mittal,mohananika@example.org,910883311515,HNo 921 Choudhary MargAhmednagar371806,Belgaum,138728,2024-04-20,PREMIUM,16,274.21,2025-10-05 23:04:38.706907,1,572075065
65391539,Yashica Khurana,kkata@example.org,915728034109,HNo 134 MangatJamshedpur231579,Satara,480445,2024-04-27,NEW,3,446.4,2025-10-05 23:04:38.706907,1,1198181294
59517074,Aarav Murty,chadhameera@example.com,912806180633,HNo 17 Mane CircleDavanagere 301952,Ichalkaranji,862020,2023-05-12,PREMIUM,3,1693.23,2025-10-05 23:04:38.706907,1,1203786726
66943324,Gavin Karnik,rudrakrishna@example.com,915045422274,3602Padmanabhan Ganj Saharsa 133874,Gorakhpur,851838,2023-08-13,PREMIUM,19,1013.57,2025-10-05 23:04:38.706907,1,213356797
67386193,Wakeeta Khurana,pillaifariq@example.net,919266189601,HNo 48 Luthra GanjBaranagar391311,Pali,488313,2024-06-01,REGULAR,14,1029.98,2025-10-05 23:04:38.706907,1,260135214
96009692,Panini Naik,ekapad42@example.org,919936871600,6448Nigam Proddatur341138,Bhagalpur,700626,2024-07-28,REGULAR,15,1970.23,2025-10-05 23:04:38.706907,1,573138561
89986926,Manya Barad,vihaandey@example.net,913773330901,HNo 15Kalita Marg Bijapur881606,Kota,455704,2024-11-04,NEW,18,1235.14,2025-10-05 23:04:38.706907,1,399175596
58170168,Urmi Bansal,vamakshiramachandran@example.org,918168193739,497Madan Anantapuram223901,Sasaram,480016,2023-08-03,PREMIUM,16,757.56,2025-10-05 23:04:38.706907,1,1565775098
17392512,Lavanya Bumb,iwable@example.net,911105571320,3018Bath Zila Vijayanagaram 234562,Secunderabad,103058,2024-07-04,PREMIUM,14,1902.78,2025-10-05 23:04:38.706907,1,519181124
10038382,Rajata Balay,sanaya20@example.net,913662858508,43Sood CircleAnand 032303,Bahraich,605355,2023-08-15,INACTIVE,3,339.73,2025-10-05 23:04:38.706907,1,1660315299
98691989,Dakshesh Lala,wsathe@example.org,913368717192,HNo 246Khosla Path Parbhani 480197,Bhavnagar,312609,2024-08-30,REGULAR,18,1980.1,2025-10-05 23:04:38.706907,1,269563427
14323169,Jai Raj,widishamerchant@example.org,913914844066,54Ramanathan Chowk Miryalaguda463278,Firozabad,781242,2023-05-15,INACTIVE,20,1651.18,2025-10-05 23:04:38.706907,1,153325416
67729191,Arin Grover,rsehgal@example.org,910767750343,24Ratta Nagar Mumbai 505338,Karimnagar,981853,2023-12-31,NEW,17,722.69,2025-10-05 23:04:38.706907,1,1550410948
57063557,Vaishnavi Srinivas,onisubramaniam@example.org,919544044299,HNo 54Kumer Ahmednagar380592,Raurkela Industrial Township,307921,2023-06-27,INACTIVE,5,1465.59,2025-10-05 23:04:38.706907,1,2100559700
83058329,Fariq Arya,aradhanaramachandran@example.com,913060752366,9099Samra Marg Belgaum250930,Varanasi,807586,2024-07-13,INACTIVE,6,248.96,2025-10-05 23:04:38.706907,1,973830409
17521263,Tanvi Patla,kvarughese@example.com,912592294650,HNo 90Pant GanjBally 308097,Serampore,580825,2024-06-23,INACTIVE,19,1990.96,2025-10-05 23:04:38.706907,1,2028213435
37904682,Krisha Shere,ssarin@example.org,913917558935,209 Hegde GanjBidhannagar 176217,Bhimavaram,730139,2024-10-03,PREMIUM,20,567.65,2025-10-05 23:04:38.706907,1,318768476
30447453,Jagrati Lad,bjain@example.com,914094100272,379 Cherian Zila Panihati 138451,Thanjavur,425881,2023-06-01,PREMIUM,14,389.39,2025-10-05 23:04:38.706907,1,2146885829
73661993,Elijah Verma,jiyer@example.org,910700318505,HNo 87 Kuruvilla Marg Madhyamgram 992879,Hajipur,170699,2024-08-28,INACTIVE,2,1800.62,2025-10-05 23:04:38.706907,1,25095863
97277696,Ijaya Halder,hariyug@example.net,910067533786,506 Mohanty Chowk Bulandshahr 342089,Jamalpur,190033,2023-06-21,PREMIUM,8,1630.93,2025-10-05 23:04:38.706907,1,989472805
27336589,Bishakha Bhargava,siyathakur@example.org,916632910288,4183 Walia Path Pune 923796,Ghaziabad,702025,2023-12-28,NEW,11,678.05,2025-10-05 23:04:38.706907,1,356142683
66499992,Anirudh Barad,nsundaram@example.org,916569056034,29059Parsa ZilaSerampore060287,Haridwar,240315,2024-04-17,REGULAR,11,927.0,2025-10-05 23:04:38.706907,1,1683995188
14367270,Ganga Mody,siddharthkale@example.com,914861358787,87Barman ZilaGuna 597819,Jabalpur,191949,2024-03-28,INACTIVE,16,763.23,2025-10-05 23:04:38.706907,1,1030346178
30373140,Sai Dhingra,jnagarajan@example.com,911350209612,HNo 191Sarraf Path Guntur844266,Kishanganj,125766,2024-07-28,REGULAR,2,596.71,2025-10-05 23:04:38.706907,1,1912995472
96171594,Pratyush Tak,ibanik@example.org,913712129827,HNo 885Kara Nadiad 204192,Jodhpur,808731,2023-06-28,REGULAR,19,385.02,2025-10-05 23:04:38.706907,1,266827173
35402531,Eta Gola,khareurishilla@example.com,911088654783,HNo 24Khalsa NagarKalyanDombivli228271,Kulti,872429,2023-06-04,NEW,11,1808.3,2025-10-05 23:04:38.706907,1,542356626
82989313,Finn Ghose,chanderlogan@example.org,914625083034,3485Sandhu Path Dharmavaram 398768,Deoghar,667126,2024-09-20,INACTIVE,15,1060.18,2025-10-05 23:04:38.706907,1,1716739808
93826036,Reyansh Sarma,awason@example.org,912625405261,528 Dar GanjKurnool850226,Hazaribagh,267488,2023-03-20,PREMIUM,19,1143.97,2025-10-05 23:04:38.706907,1,1515871895
87444738,Meghana Prabhu,comarfrado@example.net,912007001918,33015Basu ChowkHazaribagh 623922,Satna,647152,2023-08-16,INACTIVE,9,1435.78,2025-10-05 23:04:38.706907,1,1483375932
92356639,Girish Lall,nihalmani@example.net,918704717716,HNo 722Badal Street SangliMiraj  Kupwad 073500,Udaipur,558949,2023-07-20,INACTIVE,10,261.81,2025-10-05 23:04:38.706907,1,991034257
46836361,Champak Nazareth,gabrielkapadia@example.org,912143681671,6647 Mitra NagarTinsukia056627,Bikaner,287396,2023-11-22,PREMIUM,16,545.22,2025-10-05 23:04:38.706907,1,1696311756
25770577,Janya Chhabra,sachdevabdul@example.net,919768264030,546Sampath Circle Kurnool 566625,Jaipur,799444,2023-07-17,REGULAR,17,1095.13,2025-10-05 23:04:38.706907,1,488027862
59094034,Ekanta Dass,johalkala@example.net,918448088232,HNo 49Khare Zila Khammam745540,Nangloi Jat,513907,2023-05-22,REGULAR,1,771.9,2025-10-05 23:04:38.706907,1,1587788613
65543312,Logan Pillay,krish11@example.com,913496402599,05 Buch Street Faridabad 972146,Mumbai,706490,2024-07-28,NEW,4,1209.29,2025-10-05 23:04:38.706907,1,242347630
28205701,Vedika DAlia,dhillonthomas@example.com,912668365905,76920Reddy Ganj Motihari005549,Panvel,289627,2024-10-25,INACTIVE,10,1286.02,2025-10-05 23:04:38.706907,1,233703437
81346291,Yashasvi Acharya,ramaswamyedhitha@example.org,916964239005,209Ravi GanjSambhal 050363,Nizamabad,656769,2023-08-07,PREMIUM,11,490.48,2025-10-05 23:04:38.706907,1,669041387
79764458,Bhavani Kant,mekhala15@example.org,915988293261,83 Murty Street MiraBhayandar 564005,Etawah,466737,2023-12-21,NEW,3,501.25,2025-10-05 23:04:38.706907,1,968107576
42101831,Eshana Dutt,neelima02@example.net,912499219448,84796 Raju NagarBallia732796,Madhyamgram,546948,2023-09-16,INACTIVE,8,212.33,2025-10-05 23:04:38.706907,1,1482503851
34657654,Vidhi Devi,zaid59@example.com,911799003085,95 Srivastava Road Rourkela 177189,Ramgarh,189096,2024-06-24,INACTIVE,18,1243.18,2025-10-05 23:04:38.706907,1,2002293207
3730316,Ishanvi Shankar,daksha35@example.org,912906397510,356Mohan NagarCuttack228642,Berhampore,968515,2023-03-20,REGULAR,10,215.72,2025-10-05 23:04:38.706907,1,916212739
86479284,Harini Kadakia,jacobmadan@example.org,916786214335,HNo 43 Bhasin Marg Nellore336446,Davanagere,315863,2024-10-17,PREMIUM,9,461.87,2025-10-05 23:04:38.706907,1,1039810454
81174361,Shivansh Sawhney,kkhalsa@example.org,915425736706,HNo 92Venkatesh Circle Burhanpur429078,Bhopal,487403,2024-07-16,INACTIVE,12,223.29,2025-10-05 23:04:38.706907,1,2040229149
13251137,Ekalinga Vasa,kibesiddharth@example.net,911079854186,926 Pradhan Ganj Silchar691207,Rampur,87377,2023-05-19,PREMIUM,2,1633.07,2025-10-05 23:04:38.706907,1,575661161
53523251,Yashoda Chauhan,unnigoswami@example.net,916594954198,64682 Mannan CircleFarrukhabad 476505,Ranchi,290313,2024-03-17,NEW,4,1871.94,2025-10-05 23:04:38.706907,1,880446434
84382654,Gaurangi Singh,vbumb@example.org,918310880668,429 Goswami Chowk Bhiwandi975689,Pali,843683,2024-10-24,INACTIVE,3,540.83,2025-10-05 23:04:38.706907,1,1004220962
